text,sentiment
"peppers , onions , relish , chilli , cheeses , you name it .",1
amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out ! ! ! !,1
best dining experience in the west village !,1
stepping into casa la femme last night was a true experience unlike any other in new york !,1
highly impressed from the decor to the food to the hospitality to the great night i had !,1
the have a great cocktail with citrus vodka and lemon and lime juice and mint leaves that is to die for !,1
we were drawn into the belly dancing show that captivated the crowd .,1
i never write on these sites but this restaurant is def worth commending !,1
maggot in the food !,-1
"the menu looked great , and the waiter was very nice , but when the food came , it was average .",1
"nevertheless , i finished my plate , and that ' s when i found a maggot in mushroom sauce at the bottom .",-1
"the manager finally said he would com # # p the two glasses of wine ( which cost less than the food ) , and made it seem like a big concession .",-1
we paid and left because we did n ' t feel like arguing any more .,-1
"i have worked in restaurants and cook a lot , and there is no way a maggot should be able to get into well prepared food .",-1
unhygienic,-1
i do not recommend .,-1
i got hair in my food 2 times of then !,-1
"great place , great value .",1
"the food is flavorful , plentiful and reasonably priced .",1
the atmosphere is relaxed and casual .,1
it ' s a great place to order from or sit - in .,1
awesome,1
"inexpensive , unassuming , great time !",1
sushi experience was unbelievable with my fiance .,1
try it !,1
very pleased,1
good creative rolls !,1
"yamato is an excellent place to go if youre not into sashimi , or if you have friends who doesnt like sushi much .",1
"they have great rolls , the triple color and norwegetan rolls , are awesome and filling .",1
"one special roll and one regular roll is enough to fill you up , but save room for dessert !",1
"they have a delicious banana chocolate dessert , as well as a great green tea tempura .",1
the appetizers are also delicious !,1
mazing interior .,-1
great food !,1
i ' ve had my fair share of modern japanese and this spot delivers .,1
"if you ' re into being lost when you ' re just five feet from your table then hey , that ' s a good thing .",-1
"indo chinese food , pretty good . . .",1
not a very fancy place but very good chinese style indian food .,1
"my mom originally introduced me to this place , but even she ( being indian ) feels the food can be somewhat over the top spicy and far too oily .",-1
still we keep going back : ),1
i was speechless by the horrible food .,-1
"i attended a holiday dinner at the restaurant , and the food was majorly disappointing .",-1
"i was so stunned , and i left the dinner hungry and majorly disappointing .",-1
this place survives on reputation alone .,-1
i will never return .,-1
best in all of nyc,1
"this is the most wonderful restaurant in all of new york city , not just brooklyn . . .",1
"for 7 years they have put out the most tasty , most delicious food and kept it that way . . .",1
"never swaying , never a bad meal , never bad service . . .",1
you should travel from the bronx to try it . . .,1
"great food , great wine list , great service in a great neighborhood . . .",1
so delicious ! ! ! ! ! !,1
patsy ' s pizza = true love,1
hands down the best pizza on the planet .,1
"in about 12 minutes , the thing is gone .",1
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .,1
great toppings definitely a place you need to check out for late night munchies or a mid day boost !,1
great taste,1
"great , original taste .",1
helpful service and average price per dish $ 10 .,1
great food,1
this place has great indian chinese food .,1
the flavors are amazing and the value is phenomenal .,1
"be prepared to wait , because the place is pretty tiny .",-1
"also , they do not take credit card so come with cash !",0
"best indian chinese in the city , by far !",1
amazing my favorite ! ! !,1
"i came across village underground by accident , now i go there all the time .",1
"the service is amazing , i ' ve had different waiters and they were all nice , which is a rare thing in nyc .",1
"the dj is awesome , i have been there for my birthday and a bunch of other times with friends and i keep going back .",1
you can get a table without a reservation if you get there early i they do n ' t make you by bottles .,1
which lets face it . . . . at times it ' s a good thing .,1
in the end you end up with a fair tab and nothing but a great time ! ! !,1
highly recommended !,1
"one of the best , if not the best , restaurants in park slope ( and ny in general )",1
everything on the menu is great .,1
this establishment is the real deal .,1
"wish ny had more of these kind of places : intimate , superb food , homey , top notch all the way around , certainly worth the wait .",1
but $ 500 for a dinner for two that did n ' t include wine ?,-1
"look , the appetizers were really good .",1
the entree was also very good .,1
"ca n ' t argue about that , but they are clearly over priced .",-1
what you are paying for is the environment and the name .,-1
"yes , the place is classy and beautiful , but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while .",-1
which of course is not real kobe but wagyu beef .,-1
surprised that a place of this caliber would advertise it as kobe .,-1
vanison was good but not amazing .,1
bison was quite excellent however .,1
dessert : pure disaster .,-1
just not good at all .,-1
some pineapple covered in a glaze of some kind and some pear tart thing not impressive at all .,-1
"i read reviews that called the restaurant too expensive and i thought to myself , but may be it is worth it .",-1
"the four seasons has history and it is a sort of landmark of new york city restaurants , but trust me , they will charge you through the nose just so that you can say ` ` i ' ve been to the four seasons restaurant ' ' .",-1
"if you are going for the food , it will not be worth it .",-1
"you would think they would make up for it with service , sadly , no .",-1
"service was just ok , it is not what you ' d expect for $ 500 .",-1
terrible waste of money . . scammers,-1
i agree that dining at casa la femme is like no other dining experience !,-1
i am actually offended to have spent so much money on such a bad experience .,-1
i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time .,-1
"our visit their to say the least , was an unpleasant and costly experience !",-1
and even more so unpleasant because it was so costly for such an unpleasant experience .,-1
we did arrive late for our reservation so i can not complain too much about the wait for a table .,0
although we were told 10 - 15 minutes and it was more like 45 minutes .,-1
we were ushered to the bar to wait momentarily and upon arrival were so excited .,1
the place is beautiful !,1
the hostess was very pleasant .,1
our experience did not ever get any better .,-1
for each course we waited over 1 / 2 hour to 45 minutes and were never offered a drink .,-1
we also asked for hooka six times and the waiter kept telling us one minute and never returning with the hooka .,-1
after the 4th time i asked again and the waiter than said after our dinner .,-1
we asked for beverages and never received them .,-1
we asked for sides which the waiter than admitted that he forgot to put in that part of our order .,-1
my chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .,-1
i would not expect this for a $ 55 dinner .,-1
by the time we finished our dinner we still had not received one beverage nor hooka !,-1
what we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka . . some of which we never received !,-1
the only beverage we did receive was water in dirty glasses !,-1
to top it all off . . the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant .,-1
"by the time we left our wallets were empty and so were our stomachs and we missed the show we were supposed to see following our dinner , which would have been acceptable if we got to enjoy the experience of good food and belly dancers !",-1
if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible !,-1
"i have never left a restaurant feeling as if i was abused , and wasted my hard earned money .",-1
my husbands birthday and my sons was not as it was intended . . . and we drove two hours to spend too much money to be treated terribly !,-1
i wish i could be refunded !,-1
do n ' t go with a larger group than 4 !,-1
"at first we were a little taken aback , as this seemed to present a problem , although the restaurant looked fairly empty , but they hastily put the table together for us .",1
the menu is fairly simple without much descriptions .,0
"there was no tap beer that evening , which was a disappointment .",-1
"not much of a selection of bottled beer either , we went with brahma .",-1
"the lobster knuckles ( special of the day ) were ok , but pretty tasteless .",-1
i believe there were 2 shrimp in the ` ` salt encrusted shrimp ' ' appetizer .,-1
"she replied ` ` well it would be more convenient for us if you ordered now , since you are a larger party , and it might get crowded . ' '",-1
the food arrived in about 15 minutes .,0
i had the thai style fried sea bass . . . which was very good .,1
i heard the lobster roll was excellent .,1
"they seemed to continue to rush us along , taking plates without asking if we were done ( my sister still had her fork in hand ) .",-1
service not the friendliest to our ` ` large party ' ' !,-1
probably would not go back here .,-1
great indian food,1
"food was amazing - i love indian food and eat it quite regularly , but i can say this is one of the best i ' ve had .",1
"very ` ` normal indian food ' ' , but done really well .",1
"also , waiters try to push more food on you , like suggest things as if they are complimentary when they actually cost $ .",-1
one of the best,1
"bukhara grill , the tagline says it all . . ` ` indian spice rave ' '",1
the lunch buffet is expensive but is deff worth it .,1
we have gone for dinner only a few times but the same great quality and service is given .,1
bukhara is on my top 5 indian places in nyc,1
wretched and retching,-1
i have never been so disgusted by both food an service .,-1
for starters they delivered us someone else ' s order .,-1
"however , once i received my predictably mediocre order of what dokebi thinks passes as korean fair , ( sometimes you have to settle when it ' s your only option ) , i got through about half my kimchee before i found a piece of random lettuce accompanied by a far more disgusting , slimy , clearly bad piece of fish skin .",-1
"my main concern was the sanity of the food that was being sent out to myself and others , but i would be lying is i said that as someone who has worked in restaurants since the age of fifteen i was expecting at least a minimal effort on the part of the restaurant to amend the situation .",-1
none was made so i hung up .,-1
less than three minutes passed before i found myself doubled over the toilet .,-1
"my girlfriend , being slightly more aggressive , and having been equally disgusted causing her to throw out the remainder of her barely eaten meal , called back only to be informed that i was probably wrong and that it was most likely an oyster , and that we were also blacklisted from their restaurant .",-1
"it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive .",-1
gorgeous place ideal for a romantic dinner,1
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .,1
i completely recommend casa la femme for any special occasion and to really impress your date .,1
more williamsburg garbage,-1
the dishes came out around 5 minutes apart .,-1
"the bibimbap was average , but the stone bowl was n ' t even close to sizzling .",-1
too bad i had paid an extra $ 2 for the stone bowl .,-1
the nakgi - bokum was horrible .,-1
easily the worst stir - fried squid i ' ve ever tasted .,-1
the sauce tasted more like chinese fast food than decent korean .,-1
"the side dishes were passable , and i did get a refill upon request .",1
the real problem i had with this place was the complete lack of service .,-1
she just nodded and walked off .,-1
"as to my comment about the food , no apology or acknowledgment was made .",-1
my wife had barely touched that mess of a dish .,-1
we were charged full price .,-1
lives up to the hype,1
we ' ve tried before but it always packed and does n ' t take reservations .,0
it was well worth the wait .,1
the wife had the risotto which was amazing .,1
the farro salad and the mashed yukon potatoes were also extremely tasty .,1
i love margherita pizza – i looove east village pizza,1
"love this place , every time we are in the city this is one of the places we always go .",1
a quintessential slice of nyc pizza .,0
"the crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components .",1
"personally i like the margherita pizza better , but they are all good .",1
possibly the most romantic restaurant in the city,1
"this is undoubtedly my favorite modern japanese brasserie ( that don ’ t serve sushi ) , and in my opinion , one of the most romantic restaurants in the city !",1
"not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate decor will make you feel like you ’ re no longer in the city .",1
"if you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) .",1
it ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth !,1
"my party had the bbe $ 29 fixe prix menu , which was such a wonderful deal since it also came with a flight of sake !",1
we started off with a delightful sashimi amuse bouche .,1
"i picked the grilled black cod as my entree , which i absolutely devoured while someone commented that the grilled salmon dish was better .",1
the entrees were served with miso soup and rice .,0
"for desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",1
"i do n ' t usually visit the same establishment more than once , what more twice , but i ' ll come to zenkichi anytime for a quiet , unhurried and memorable dinner .",1
terrible would be a compliment !,-1
"the service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .",-1
we paid a fixed pricce but got nothing ! !,-1
we never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating .,-1
"they are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread !",-1
stay away,-1
great shabu shabu,1
i love it .,1
"but for the shabu shabu , you wo n ' t find much better in ny .",1
"the meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",1
dokebi gives williamsburg the right one - two punch of classic korean food and fusion twists like pork belly tacos .,1
"the hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",1
restaurant with a view,0
the food tasted very good .,1
the main entree was also very good .,1
this place does n ' t make any sense,-1
just want to warn you all - do n ' t waste your time and money .,-1
"this place has totally weird decor , stairs going up with mirrored walls - i am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .",-1
this place is not inviting and the food is totally weird .,-1
the concept of japanese tapas is newly created and clearly does n ' t work .,-1
good food,1
over all it was a very nice romantic place .,1
loved it,1
a coworker and i tried pacifico after work a few fridays and loved it .,1
the atmosphere was great .,1
"the food we ordered was excellent , although i would n ' t say the margaritas were anything to write home about .",1
"our waitress was n ' t mean , but not especially warm or attentive either .",0
"i must say i am surprised by the bad reviews of the restaurant earlier in the year , though .",1
"regardless , we ' ll be back and ca n ' t wait to visit in the summer to take advantage of the patio .",1
dumbfoundingly poor,-1
"this was , from start to finish , a mind - bogglingly uncomfortable experience .",-1
lexicographers take note : a new and fascinating definition of rudeness is alive and flourishing right here in brooklyn .,-1
the servers at flatbush farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention .,-1
polite acknowledgement is out ;,-1
"and how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",-1
"at $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",-1
"on that scale , it ' s a world - beater .",-1
how is this palce still open ?,-1
i honestly do n ' t even know where to begin .,-1
"we arrived and were seated immediately , which made us both happy .",1
i took one look at the chicken and i was appalled .,-1
"it was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .",-1
"i took one bite from the $ 24 salmon , and i have never , in the 17 years i have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in flatbush farms .",-1
"at this point , the waitress comes over and asks us if everything was okay , i was literally so shocked that i was speechless and did n ' t say anything , and guess what , the waitress walked away .",-1
"so , i switch with my boyfriend again to see if maybe i could stomach the meat and spinach again , but the spinach was so undercooked that i just could not bite through it .",-1
i could n ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,-1
so i decide to report back to the waitress because it was completely inedible .,-1
"guess what , i waited for twenty minutes before she came over and when she finally did , she says , ` ` oh well , i wish you would have said something earlier ' ' no apology , nothing .",-1
"after that she simply took our plates , walked away , came back another twenty minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !",-1
"no desert menu , no apology , nothing ! ! ! ! ! !",-1
"this is where it really really gets bad : the manager said , there is absolutely nothing we can do , it ' s a matter of taste that she did n ' t like it , and i can not comp it .",-1
"again , no apology , no is there anything else i can get you , no can i get you a drink to make up for it , nothing ! ! ! !",-1
the level of rudeness was preposterous .,-1
i have never ever had such an unpleasant experience .,-1
this staff should be fired .,-1
cirspy crust margherita pizza,1
it was really good pizza .,1
the crust was imazingly cooked well and pizza was fully loaded : ) : ) : ),1
you know what i mean all the positives things happening there made mw write this review .,1
"i ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",1
if i could give 0 stars i would do so for this place .,-1
the reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,-1
well . . . they can run but they ca n ' t hide .,-1
this place . . . god where do i begin .,-1
the decor however seems to be the distraction so you wo n ' t notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come ! ! ! !,-1
great hot dogs !,1
"the hot dogs are top notch , and they ' re slamwich is amazing !",1
"going to bark is always worth the train ride , and will make your tongue and belly very happy !",1
only complaint is the pricing - - i believe it would be more reasonable to pay a dollar less on each item listed on the menu .,-1
"it ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",-1
"as bfc does n ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",-1
the frizzy retro girl ( with winged / dame edna glasses ) will yell at you if you try to order a drink .,-1
i was almost amused by the fact that she was turning away customers at 9pm on a friday night because she ` ` had a bbq to go to ' ' that night - wtf ? ?,-1
i ' d be horrified if my staff were turning away customers so early and so rudely !,-1
"there ' s another girl who i ca n ' t describe , she is about 5 ' 6 ' ' with brown hair , who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said , so her uninvited opinions are often out of context and nothing to do with what you ' re * really * talking about .",-1
"i ' m a friendly person , so i would n ' t mind had she not been so nasty and gotten so personal .",-1
"again , i ' d be super upset if that were my employee .",-1
"considering you will spend at least $ 60 a head , i expect better service .",-1
"so , if you ' re walking by and thinking about dining , you might want to see who ' s going to be seating you first . . .",-1
maitre - d - ' ' eat and get out ' ',-1
"while finishing our meals which included a high - end bottle of wine , our son ' s fiance joined us for a glass of wine and dessert .",1
"this guy refused to seat her and she left , followed shortly by the four of us , but not before i told him that in my 40 years of world travel , including paris , that i had never seen such a display of bad behavior by a frontman in a restaurant .",-1
"his response was smug , arrogant , and condescending , totally consistent with his deportment on display all evening .",-1
"if you go here , do it on his off - night .",-1
best meal in a long time !,1
mussles and calamari were superb saturday evening .,1
"my father had the flank steak which was very good , and my mother had the swordfish .",1
the four seasons restaurant is a great experience .,1
the food is great and the environment is even better .,1
everyone must come here at least once .,1
highly recommend it !,1
taking hot dogs to the next level,1
here the hot dog is elevated to the level of a real entree with numerous variations available .,1
great atmosphere,1
"i highly recommend the fish tacos , everything else was ok .",1
poor service and management,-1
had an awful experience at casa la femme on a saturday dinner .,-1
appetizers took nearly an hour .,-1
never got an explanation as to what was going on .,-1
the manager was rude and handled the situation extremely poorly .,-1
"on the way out , we heard of other guests complaining about similar issues .",-1
can ’ t believe how an expensive nyc restaurant can be so disrespectful to its clients .,-1
what a hassle !,-1
"the food is very good , but not outstanding .",1
"there is no way it justifies the accolades it receives , the attitude of the staff or the wait for a table .",-1
"on our last visit , they skipped over our name on the list , leaving us waiting an extra hour for a table .",-1
"mistakes happen , but they are usually accompanied by an apology , perhaps even a glass of wine . . . but not the grunt that we received from the al di la staff .",-1
expensive,-1
"the pasta was well cooked , did n ' t have enough sauce though or flavor .",-1
so rude ! ! !,-1
i was one of the people that went for this horrible experience .,-1
the hostess was rude and i got a distinct feeling that they did not want to serve us .,-1
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared .,-1
i asked for a menu and the same waitress looked at my like i was insane .,-1
"i was shocked that my friends wanted to stay after the waitress said , ` ` can i help you ' ' and ` ` how many are in your party . ' '",-1
the three of us standing in front of her should have been an indication of how many of us there were .,-1
we did n ' t look like the other patrons in there so unfortunately i think that may have been part of the problem .,-1
bad staff,-1
i generally like this place .,1
the design of the space is good .,1
but the service is horrid !,-1
"i was there for brunch recently , and we were tag teamed by a waitress and a waiter .",-1
the waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand .,-1
"i ca n ' t believe that it was , but please put the bag down before delivering food !",-1
"the waitress came to check in on us every few minutes , and began to clear the plates while half of us were still eating ( a big pet peeve of mine that happens almost everywhere , so i try to ignore it ) .",-1
"i could n ' t ignore the fact that she reach over the plate of one of my friends , who was in mid bite , to clear the table .",-1
"she then put the check down without asking if we were done , and came to check on the bill every two minutes , even though we were one of three occupied tables .",-1
"i wish i could like this place more , and i wish someone would retrain the staff .",-1
